code_iris;nom_iris;code_commune;population_18_75;taux_vapotage_quotidien_pct;taux_vapotage_actuel_pct;nb_vapoteurs_quotidiens_estimes;taux_tabagisme_quotidien_pct;vapoteurs_pct_hommes;vapoteurs_pct_femmes;vapoteurs_pct_age_18_29;vapoteurs_pct_age_30_44;vapoteurs_pct_age_45_59;vapoteurs_pct_age_60_74;vapoteurs_pct_dipl_inf_bac;vapoteurs_pct_dipl_bac;vapoteurs_pct_dipl_sup_bac;vapoteurs_pct_actif_occ;vapoteurs_pct_chomeur;vapoteurs_pct_etudiant;vapoteurs_pct_retraite;vapoteurs_pct_autre_inactif;vapoteurs_pct_fumeurs_double_usage;vapoteurs_pct_ex_fumeurs;vapoteurs_pct_jamais_fumeurs;vapoteurs_pct_motif_sevrage;vapoteurs_pct_motif_reduction_sante;vapoteurs_pct_motif_economique;vapoteurs_pct_motif_recreatif;taux_p05;taux_p95
764760101;Bois du Parc;76476;953.0;6.09;8.27;58.0;22.44;55.2;44.8;18.2;28.3;35.2;18.4;66.3;21.3;12.4;70.6;10.4;5.3;4.4;9.3;47.0;50.2;2.8;40.7;27.0;21.0;11.3;5.45;6.69
764760102;Vieux Gravenchon;76476;1466.0;6.98;9.55;102.0;24.21;56.9;43.1;22.7;37.4;28.9;11.1;55.1;27.4;17.5;70.3;13.4;4.9;2.3;9.1;48.9;48.4;2.7;39.3;27.2;21.0;12.5;6.25;7.67
764760103;Cités;76476;1132.0;6.58;8.98;75.0;23.0;55.5;44.5;21.8;33.6;30.5;14.0;54.8;21.7;23.6;70.4;12.1;6.1;2.5;8.9;47.6;49.6;2.8;40.0;26.9;20.8;12.2;5.89;7.23
764760104;Centre Ville;76476;2424.0;7.05;9.64;171.0;25.01;56.8;43.2;24.4;40.1;25.1;10.4;63.2;22.5;14.4;66.9;13.9;6.2;2.2;10.8;49.7;47.6;2.7;38.8;27.3;21.1;12.9;6.31;7.75
764760201;Iris 0201;76476;1102.0;6.72;9.18;74.0;22.59;57.8;42.2;20.0;34.4;33.1;12.4;49.3;28.3;22.4;80.3;4.8;6.9;3.0;5.1;47.1;50.0;2.8;40.4;26.9;20.9;11.8;6.02;7.38
764840101;Bel-Air-Les Oiseaux;76484;1242.0;7.67;10.5;95.0;26.51;54.7;45.3;25.1;38.3;26.2;10.4;68.1;20.3;11.7;53.3;24.0;7.3;1.5;14.0;51.1;46.2;2.6;38.0;27.6;21.3;13.1;6.88;8.48
764840102;Bel-Air-Résidence Saint-Julien;76484;1117.0;7.29;9.96;81.0;25.23;54.7;45.3;22.7;34.1;30.1;13.0;62.6;24.5;12.9;56.7;19.6;4.1;3.0;16.6;49.9;47.4;2.7;38.8;27.4;21.2;12.5;6.53;8.06
764840103;Centre-Landaus-Poudrerie-Sablonnière;76484;1498.0;7.46;10.19;112.0;24.71;55.6;44.4;22.8;38.2;27.5;11.4;59.2;23.1;17.7;67.8;14.2;6.0;3.1;9.0;49.4;47.9;2.7;39.1;27.3;21.1;12.5;6.69;8.25
764840104;Briqueterie-Avenue Anderten-Violettes;76484;2255.0;7.47;10.24;169.0;24.33;52.1;47.9;24.0;36.1;29.7;10.2;54.4;23.2;22.4;67.7;12.4;7.9;2.3;9.7;49.0;48.3;2.7;39.1;27.1;21.0;12.8;6.7;8.26
764840105;Partie Centre Ville-Limite avec Quais;76484;1312.0;7.6;10.44;100.0;24.88;57.8;42.2;28.7;32.4;28.3;10.7;57.2;24.2;18.6;67.2;12.5;6.3;2.2;11.8;49.6;47.7;2.7;38.4;26.9;20.8;13.8;6.81;8.41
764840106;Bords de Seine;76484;8.0;8.38;11.6;1.0;21.36;36.8;63.2;27.6;35.6;36.8;0.0;0.0;57.4;42.6;75.9;0.0;24.1;0.0;0.0;45.8;51.3;2.9;40.3;26.0;20.2;13.5;7.51;9.27
764840107;Les Roches-La Forêt;76484;803.0;9.74;13.87;78.0;26.1;72.7;27.3;69.7;18.6;9.3;2.4;33.1;45.6;21.4;94.0;2.2;1.2;1.1;1.4;50.7;46.6;2.6;35.1;25.3;19.5;20.0;8.73;10.77
764840108;Zone Industrielle-Limite avec Seine;76484;143.0;7.93;10.93;11.0;26.48;49.9;50.1;25.5;32.4;37.3;4.8;53.5;21.0;25.5;46.7;17.0;10.2;0.0;26.2;51.1;46.3;2.6;38.0;27.6;21.3;13.2;7.11;8.77
764950101;Quartier Vierge Rouges Granges;76495;1850.0;7.05;9.62;130.0;23.21;54.0;46.0;20.6;32.1;32.8;14.5;59.3;21.8;18.9;77.4;7.1;5.8;4.1;5.5;47.8;49.4;2.8;40.1;27.1;21.0;11.9;6.35;7.78
764950102;Quartier Centre Ville;76495;1243.0;7.23;9.91;90.0;24.2;54.0;46.0;28.9;30.0;27.0;14.1;65.7;18.4;15.9;71.5;12.3;5.8;2.8;7.6;48.9;48.4;2.7;38.7;26.7;20.7;13.9;6.51;7.98
764950103;Quartier des Sources et Hameaux;76495;1121.0;7.64;10.49;86.0;25.6;53.9;46.1;27.5;34.2;27.4;10.9;64.6;22.1;13.3;65.6;17.1;5.0;2.5;9.8;50.3;47.1;2.7;38.2;27.2;21.0;13.6;6.88;8.43
764970101;Le Pommeret-Mairie;76497;2299.0;7.54;10.33;173.0;25.2;55.3;44.7;28.0;36.4;23.0;12.5;62.4;22.1;15.5;62.3;19.3;5.2;2.8;10.4;49.9;47.4;2.7;38.3;27.1;20.9;13.7;6.76;8.32
764970102;La Croix Mendès France;76497;2206.0;7.68;10.56;169.0;24.72;56.5;43.5;28.0;32.8;28.9;10.2;54.3;25.1;20.6;66.5;14.5;6.7;2.4;9.8;49.4;47.9;2.7;38.5;26.9;20.8;13.7;6.89;8.47
764970103;Zone Portuaire;76497;2.0;8.34;11.5;0.0;21.28;56.6;43.4;0.0;0.0;100.0;0.0;0.0;57.4;42.6;100.0;0.0;0.0;0.0;0.0;45.7;51.4;2.9;42.9;27.7;21.5;7.9;7.48;9.2
764970104;Centre Ville-Archipel;76497;1556.0;7.15;9.77;111.0;23.25;54.9;45.1;24.5;32.3;28.6;14.6;56.8;22.4;20.8;74.5;10.2;5.7;3.5;6.1;47.9;49.4;2.8;39.6;26.8;20.7;12.9;6.41;7.89
764980101;Pâtis et Quais de Seine;76498;248.0;8.06;11.0;20.0;25.06;61.8;38.2;23.3;39.2;25.0;12.4;57.5;19.7;22.8;75.1;7.3;4.6;1.3;11.7;49.7;47.6;2.7;38.9;27.4;21.2;12.6;7.21;8.98
764980102;Mairie;76498;1666.0;8.65;11.92;144.0;26.38;55.7;44.3;28.7;36.8;28.0;6.5;56.6;22.7;20.8;67.9;17.5;6.1;1.1;7.3;51.0;46.4;2.6;37.7;27.3;21.1;13.9;7.74;9.64
764980103;République;76498;2034.0;8.63;11.88;175.0;25.73;56.3;43.7;32.0;39.4;21.2;7.5;49.1;21.9;29.0;70.2;15.3;4.8;1.2;8.5;50.4;46.9;2.7;37.7;26.9;20.8;14.5;7.72;9.62
764980104;Pasteur;76498;857.0;7.93;10.89;68.0;23.98;52.1;47.9;27.2;34.1;28.0;10.7;51.6;20.8;27.6;75.1;10.6;6.6;2.2;5.5;48.6;48.6;2.7;39.0;26.8;20.7;13.5;7.09;8.84
764980105;Nobel Nord;76498;1343.0;8.33;11.41;112.0;28.31;53.7;46.3;24.6;41.7;26.3;7.4;72.8;15.9;11.3;40.1;25.4;9.2;1.3;24.0;52.8;44.7;2.5;37.3;28.1;21.6;13.0;7.45;9.28
764980106;Nobel Sud;76498;935.0;7.73;10.64;72.0;25.19;52.1;47.9;32.2;31.5;24.4;11.9;63.0;19.6;17.4;51.6;18.9;10.8;1.9;16.8;49.9;47.4;2.7;37.9;26.8;20.7;14.5;6.91;8.61
764980107;L'Hôpital;76498;943.0;8.0;11.03;75.0;24.93;51.5;48.5;33.2;33.3;23.2;10.3;57.9;23.2;18.9;67.8;9.7;7.7;2.1;12.7;49.6;47.7;2.7;38.0;26.7;20.6;14.7;7.15;8.91
764980108;Centre;76498;1970.0;8.47;11.74;167.0;25.09;54.5;45.5;38.8;33.8;19.6;7.8;49.5;19.8;30.8;72.0;11.6;6.2;1.2;9.0;49.8;47.5;2.7;37.5;26.4;20.4;15.7;7.57;9.44
764980109;Saint-Julien;76498;1314.0;8.55;11.79;112.0;27.51;55.3;44.7;32.1;40.6;20.7;6.5;67.3;18.3;14.4;54.6;19.0;9.1;1.5;15.8;52.1;45.4;2.6;36.9;27.4;21.1;14.6;7.65;9.53
764980110;Les Bruyères;76498;1314.0;7.84;10.71;103.0;23.91;58.2;41.8;23.3;36.5;27.7;12.5;51.7;18.0;30.2;75.9;9.7;4.7;2.4;7.2;48.6;48.7;2.8;39.4;27.0;20.9;12.6;7.01;8.74
764980111;Flaubert;76498;1316.0;7.68;10.5;101.0;23.87;53.9;46.1;24.1;33.6;30.0;12.3;56.5;18.7;24.8;69.7;13.5;8.3;2.7;5.8;48.5;48.7;2.8;39.3;27.0;20.9;12.8;6.87;8.56
764980112;Les Canadiens;76498;1243.0;7.98;10.9;99.0;24.27;58.6;41.4;21.8;38.2;29.2;10.8;49.2;19.9;30.9;73.4;7.2;5.7;2.2;11.4;48.9;48.3;2.7;39.4;27.3;21.1;12.3;7.14;8.89
765400101;Carmes Saint-Maclou;76540;1869.0;8.5;11.94;159.0;21.51;51.7;48.3;54.6;26.3;14.7;4.4;14.6;21.0;64.4;71.1;7.4;16.8;0.6;4.1;45.9;51.2;2.9;38.1;24.7;19.2;18.0;7.56;9.53
765400102;Vieux Marché Palais de Justice;76540;1868.0;8.59;12.11;161.0;22.2;52.5;47.5;58.4;26.3;10.9;4.4;21.4;20.0;58.6;69.0;9.3;17.4;0.5;3.7;46.7;50.4;2.9;37.5;24.8;19.2;18.5;7.64;9.63
765400103;Vieux Marché Saint-Patrice;76540;2519.0;8.7;12.26;219.0;22.6;55.4;44.6;59.6;26.2;10.0;4.2;21.2;25.8;53.1;59.3;15.1;21.5;0.4;3.7;47.2;50.0;2.8;37.3;24.8;19.2;18.7;7.74;9.75
765400104;Vieux Marché Sud Saint-Éloi;76540;1937.0;8.38;11.75;162.0;22.62;54.7;45.3;50.4;24.9;18.7;6.0;26.8;24.2;49.0;63.7;13.6;16.0;1.1;5.7;47.2;50.0;2.8;37.8;25.2;19.5;17.5;7.46;9.39
765400105;Grand Pont Général Leclerc;76540;1736.0;8.31;11.58;144.0;21.95;53.6;46.4;45.0;32.2;16.0;6.8;24.4;18.0;57.5;77.2;6.6;12.8;0.7;2.6;46.4;50.7;2.9;38.5;25.3;19.6;16.6;7.4;9.31
765400106;Beauvoisine;76540;2803.0;8.53;11.97;239.0;22.48;55.8;44.2;52.8;26.5;15.3;5.4;24.2;19.3;56.5;68.9;12.3;14.3;0.7;3.8;47.0;50.1;2.8;37.7;25.1;19.4;17.8;7.59;9.56
765400201;Place Saint-Marc;76540;2400.0;8.67;12.15;208.0;22.32;53.2;46.8;51.6;30.4;13.9;4.2;18.6;25.8;55.6;70.0;8.8;16.7;0.6;3.9;46.8;50.3;2.8;37.9;25.1;19.4;17.6;7.72;9.72
765400202;Martainville;76540;2217.0;7.9;11.04;175.0;24.04;50.8;49.2;48.3;24.0;19.6;8.1;57.3;20.2;22.5;52.3;14.7;21.4;1.2;10.4;48.7;48.6;2.7;37.3;25.7;19.9;17.2;7.03;8.85
765400203;Croix de Pierre;76540;3043.0;8.58;12.05;261.0;23.74;60.1;39.9;53.5;24.7;17.2;4.7;35.0;23.6;41.4;58.2;10.7;19.4;1.1;10.5;48.4;48.9;2.8;37.1;25.4;19.6;17.9;7.64;9.62
765400204;Saint-Nicaise;76540;1999.0;8.06;11.28;161.0;21.87;53.6;46.4;50.7;24.5;16.7;8.1;29.2;20.9;49.9;66.9;9.4;18.2;0.7;4.7;46.3;50.8;2.9;38.2;25.0;19.4;17.5;7.17;9.03
765400301;Île Lacroix;76540;950.0;7.49;10.32;71.0;22.72;56.5;43.5;34.5;26.5;24.0;15.0;49.5;19.6;30.9;70.7;13.3;6.5;2.3;7.2;47.3;49.9;2.8;38.9;26.0;20.2;14.9;6.67;8.39
765400302;Zone Gare Saint-Sever;76540;76.0;7.77;10.76;6.0;23.67;42.2;57.8;41.8;25.3;19.6;13.3;35.9;23.5;40.6;45.7;40.8;0.0;1.8;11.7;48.3;48.9;2.8;37.9;25.9;20.0;16.2;6.91;8.71
765400303;Saint-Sever Est;76540;3439.0;8.48;11.69;292.0;25.21;55.5;44.5;33.8;40.4;18.2;7.5;44.8;24.1;31.1;61.7;16.2;7.9;1.1;13.1;49.9;47.4;2.7;37.8;26.7;20.6;14.8;7.55;9.5
765400304;Saint-Sever Emmurées;76540;2774.0;8.62;11.96;239.0;24.08;59.4;40.6;41.1;37.1;14.6;7.2;34.4;22.5;43.2;68.2;15.5;9.0;1.1;6.3;48.7;48.5;2.7;37.8;26.0;20.1;16.1;7.67;9.66
765400305;Saint-Sever Ouest Faïenciers;76540;2528.0;8.37;11.7;212.0;24.07;54.7;45.3;47.3;26.7;19.7;6.2;42.4;22.2;35.4;58.8;17.0;15.3;1.1;7.8;48.7;48.5;2.7;37.3;25.7;19.9;17.1;7.45;9.38
765400306;Orléans;76540;1597.0;8.51;11.83;136.0;25.67;58.5;41.5;41.9;31.4;19.8;6.8;55.1;19.4;25.4;57.7;20.8;10.9;1.3;9.4;50.3;47.0;2.7;37.0;26.4;20.4;16.3;7.57;9.54
765400401;Zone Portuaire Nord;76540;675.0;9.07;12.63;61.0;23.6;55.6;44.4;44.7;38.4;13.6;3.3;23.1;22.3;54.6;77.8;8.2;10.0;0.1;4.0;48.2;49.0;2.8;37.7;25.7;19.9;16.6;8.07;10.17
765400402;Sacré-Cœur;76540;1953.0;8.37;11.57;163.0;24.24;57.8;42.2;34.8;33.1;24.3;7.7;43.3;24.3;32.4;68.7;13.9;9.2;1.7;6.4;48.9;48.4;2.7;38.2;26.4;20.4;15.0;7.45;9.38
765400403;Fond du Val Chasselière;76540;2194.0;8.58;11.95;188.0;22.96;55.1;44.9;43.6;33.0;18.0;5.4;26.1;23.5;50.4;72.2;9.5;12.5;0.7;5.1;47.6;49.6;2.8;38.1;25.6;19.8;16.5;7.64;9.62
765400404;Pasteur Madeleine;76540;4450.0;8.54;12.04;380.0;22.25;56.0;44.0;58.7;24.1;13.3;3.9;23.5;21.8;54.6;61.9;9.8;23.2;0.7;4.3;46.8;50.4;2.9;37.5;24.8;19.2;18.6;7.6;9.57
765400405;Cauchoise Saint-Gervais Ouest;76540;2367.0;8.46;11.86;200.0;22.43;57.8;42.2;52.5;29.0;13.4;5.1;27.4;18.4;54.2;65.7;8.1;20.9;0.8;4.4;47.0;50.2;2.8;37.8;25.1;19.4;17.7;7.53;9.48
765400501;Cauchoise Saint-Gervais Est;76540;2333.0;8.26;11.51;193.0;22.22;55.9;44.1;44.1;30.7;18.3;6.9;25.4;18.9;55.7;68.8;11.0;14.2;1.3;4.7;46.7;50.4;2.9;38.4;25.4;19.7;16.5;7.35;9.26
765400502;Gare SNCF;76540;3155.0;8.04;11.16;254.0;21.38;56.3;43.7;40.0;28.9;22.7;8.4;19.8;16.2;64.0;70.6;10.5;12.9;1.0;5.1;45.8;51.3;2.9;39.2;25.3;19.7;15.8;7.16;9.01
765400503;Jouvenet Ouest Rue d'Ernemont;76540;1430.0;7.74;10.73;111.0;21.15;57.4;42.6;37.7;24.7;27.5;10.1;23.7;17.4;59.0;68.2;8.6;14.2;1.4;7.7;45.5;51.6;2.9;39.5;25.4;19.7;15.4;6.89;8.68
765400504;Jouvenet Est Boulingrin;76540;2017.0;7.59;10.41;153.0;20.45;57.5;42.5;26.6;31.6;29.9;11.8;18.7;16.8;64.5;78.2;5.0;10.2;1.6;5.1;44.7;52.4;3.0;40.9;25.8;20.1;13.3;6.75;8.51
765400601;Saint-Hilaire;76540;2198.0;7.94;11.0;175.0;22.19;57.3;42.7;38.1;28.5;23.1;10.3;33.6;21.0;45.4;74.2;10.2;10.3;1.7;3.6;46.7;50.4;2.9;38.9;25.7;19.9;15.5;7.07;8.9
765400602;Grieu Vallon Suisse;76540;2454.0;7.99;11.0;196.0;23.07;55.0;45.0;29.2;33.0;28.2;9.6;40.3;20.1;39.6;74.4;11.5;7.5;1.6;5.0;47.7;49.5;2.8;39.2;26.4;20.5;13.9;7.11;8.96
765400603;Zone de la Vallée des Deux Rivières;76540;593.0;8.68;12.11;51.0;24.54;53.0;47.0;43.2;33.1;20.9;2.9;44.0;22.8;33.2;58.5;16.1;22.2;0.4;2.8;49.2;48.1;2.7;37.4;26.0;20.1;16.4;7.72;9.73
765400604;Mont Gargan Saint-Paul;76540;1668.0;8.28;11.39;138.0;24.01;57.8;42.2;30.4;35.5;24.9;9.2;40.4;22.3;37.3;71.9;11.9;6.4;0.8;8.9;48.7;48.6;2.7;38.7;26.6;20.6;14.1;7.37;9.28
765400701;Vieux Sapins;76540;1326.0;7.73;10.57;102.0;24.49;57.2;42.8;22.5;34.6;31.4;11.6;56.4;15.8;27.8;57.5;21.1;7.0;2.5;12.0;49.2;48.1;2.7;39.2;27.3;21.1;12.4;6.88;8.66
765400702;Sapins;76540;1443.0;8.11;11.07;117.0;26.85;58.0;42.0;21.4;38.7;29.2;10.7;61.5;22.0;16.6;45.6;26.8;3.3;1.8;22.5;51.5;45.9;2.6;38.2;28.0;21.6;12.2;7.22;9.09
765400801;Châtelet;76540;1190.0;8.9;12.33;106.0;28.19;59.1;40.9;36.6;36.5;21.8;5.0;60.7;23.1;16.2;45.4;25.6;7.8;0.5;20.6;52.7;44.8;2.5;36.3;27.3;21.0;15.4;7.92;9.98
765400802;Lombardie;76540;1765.0;8.57;11.92;151.0;28.48;53.3;46.7;40.9;30.7;23.1;5.3;73.1;15.7;11.2;36.4;28.5;9.8;0.7;24.5;52.9;44.6;2.5;35.9;27.1;20.9;16.2;7.63;9.61
765400901;Grand Mare Centre;76540;2021.0;8.29;11.47;167.0;27.05;51.9;48.1;36.5;33.7;22.5;7.2;63.2;22.7;14.1;41.7;21.8;9.5;1.4;25.6;51.6;45.8;2.6;36.8;27.0;20.8;15.4;7.38;9.29
765400902;Grand Mare Périphérie;76540;1063.0;8.38;11.55;89.0;25.72;55.6;44.4;30.1;36.9;25.5;7.5;56.1;21.8;22.2;65.0;13.6;7.3;1.1;13.0;50.4;47.0;2.7;37.9;27.1;20.9;14.1;7.46;9.39
765401001;Voltaire Grammont;76540;2438.0;8.57;11.8;209.0;26.18;58.1;41.9;31.2;39.1;22.1;7.6;52.3;23.5;24.3;59.4;19.1;6.8;0.9;13.8;50.8;46.5;2.6;37.6;27.1;20.9;14.4;7.63;9.61
765401002;Trianon Jardin des Plantes;76540;2917.0;8.16;11.2;238.0;23.88;55.2;44.8;27.1;37.3;27.3;8.3;42.3;20.1;37.5;72.4;9.1;6.7;1.6;10.2;48.5;48.7;2.8;39.0;26.8;20.7;13.5;7.26;9.15
765401003;Saint-Clément Méridienne;76540;3200.0;8.32;11.48;266.0;24.06;54.0;46.0;33.2;36.0;23.1;7.7;39.2;23.5;37.3;66.6;15.2;8.3;1.4;8.5;48.7;48.5;2.7;38.4;26.4;20.5;14.7;7.4;9.33
765401004;Saint-Clément Pépinières;76540;1081.0;8.44;11.71;91.0;24.52;56.3;43.7;41.9;33.5;15.6;9.0;43.1;24.2;32.6;69.2;15.5;5.7;1.0;8.7;49.2;48.1;2.7;37.5;26.1;20.2;16.2;7.51;9.46
765401005;Saint-Clément Jean Rondeaux;76540;4013.0;8.77;12.16;352.0;26.06;60.6;39.4;38.2;38.1;18.7;5.0;43.9;23.5;32.6;54.8;12.3;10.2;0.8;21.9;50.7;46.6;2.6;37.1;26.7;20.6;15.7;7.8;9.83
765401006;Zone Portuaire Sud;76540;17.0;8.33;11.64;1.0;30.06;48.6;51.4;47.1;27.5;20.3;5.1;68.6;26.5;4.9;13.6;0.0;4.3;0.0;82.1;54.3;43.3;2.4;34.8;27.1;20.9;17.2;7.41;9.34
765520101;Nice Havrais;76552;1115.0;4.78;6.47;53.0;17.56;55.2;44.8;16.0;24.9;34.8;24.2;31.3;21.7;47.1;77.8;5.8;7.1;3.6;5.7;40.9;55.9;3.2;43.9;25.6;20.0;10.5;4.13;5.43
765520102;Plateau de la Hève;76552;1322.0;5.34;7.28;71.0;19.2;53.1;46.9;20.5;30.4;33.7;15.3;34.6;19.8;45.6;75.6;9.1;8.0;2.6;4.7;43.1;53.8;3.0;42.3;25.8;20.1;11.8;4.62;6.06
765520103;Le Carreau;76552;1214.0;5.15;7.01;63.0;18.74;56.2;43.8;17.3;26.9;37.9;17.9;35.1;20.6;44.3;77.3;5.8;7.6;2.8;6.4;42.5;54.4;3.1;43.0;25.9;20.2;10.9;4.45;5.85
765520104;Centre Ville;76552;1163.0;5.08;6.9;59.0;18.14;55.4;44.6;20.1;27.5;32.1;20.3;28.5;21.7;49.9;77.1;7.7;7.6;2.4;5.1;41.7;55.1;3.1;43.0;25.5;19.9;11.7;4.39;5.77
765610101;Le Quesnot;76561;1728.0;7.21;9.88;125.0;24.46;54.5;45.5;26.0;35.9;26.7;11.4;57.2;23.7;19.1;68.2;13.6;6.5;1.8;9.9;49.1;48.1;2.7;38.9;27.0;20.9;13.2;6.48;7.95
765610102;Centre Ville;76561;1401.0;6.98;9.55;98.0;24.18;54.5;45.5;23.4;34.5;30.1;12.0;61.3;20.5;18.2;66.4;14.1;6.1;2.9;10.4;48.8;48.4;2.7;39.3;27.1;21.0;12.6;6.27;7.7
765610103;Les Novales-Les Feugrais;76561;1552.0;6.58;8.96;102.0;23.42;51.9;48.1;21.8;31.7;29.8;16.7;61.8;23.0;15.2;62.8;15.7;6.4;2.7;12.4;48.0;49.2;2.8;39.8;27.0;20.9;12.2;5.92;7.25
765610104;Les Bords de Seine;76561;981.0;6.92;9.44;68.0;23.34;55.1;44.9;21.2;33.0;32.7;13.0;54.6;22.5;22.9;73.5;9.7;5.7;2.4;8.7;48.0;49.3;2.8;39.9;27.1;20.9;12.1;6.22;7.63
765750102;Wallon;76575;829.0;8.3;11.46;69.0;27.47;57.8;42.2;35.2;36.5;19.1;9.3;74.3;10.6;15.1;41.4;22.1;11.1;1.1;24.3;52.0;45.4;2.6;36.7;27.2;21.0;15.2;7.37;9.25
765750105;Robespierre;76575;533.0;8.41;11.63;45.0;27.68;53.1;46.9;36.1;37.1;19.6;7.2;69.8;14.9;15.3;35.6;22.5;13.1;0.7;28.0;52.2;45.2;2.6;36.5;27.2;21.0;15.3;7.47;9.38
765750106;Saint-Just;76575;1289.0;8.69;12.07;112.0;27.63;57.5;42.5;43.0;36.0;13.9;7.1;65.4;21.2;13.4;34.3;29.2;16.7;0.8;19.1;52.2;45.3;2.6;36.1;26.8;20.7;16.5;7.71;9.69
765750107;Macé;76575;695.0;8.09;11.1;56.0;25.92;55.0;45.0;28.4;40.1;21.0;10.4;62.7;20.8;16.5;47.9;17.4;13.0;1.6;20.1;50.6;46.8;2.6;38.0;27.2;21.0;13.8;7.18;9.02
765750201;Champ de Courses;76575;1255.0;7.91;10.83;99.0;24.48;56.0;44.0;26.8;36.4;24.3;12.5;58.7;19.6;21.8;63.9;15.4;8.5;2.4;9.9;49.2;48.1;2.7;38.8;27.0;20.9;13.4;7.02;8.82
765750202;Joliot-Curie;76575;947.0;7.82;10.66;74.0;24.75;54.7;45.3;21.0;38.7;27.3;13.0;64.6;15.4;19.9;67.9;14.5;5.1;2.4;10.1;49.4;47.9;2.7;39.2;27.4;21.2;12.1;6.94;8.72
765750203;Castors-Aviateurs;76575;1570.0;7.97;10.89;125.0;23.61;54.9;45.1;21.9;38.8;28.0;11.3;50.6;20.3;29.1;75.4;7.7;9.0;2.1;5.8;48.2;49.0;2.8;39.7;27.1;21.0;12.3;7.07;8.89
765750301;Cité des Familles;76575;1347.0;7.93;10.86;107.0;25.79;58.8;41.2;23.8;34.1;31.0;11.1;66.4;21.0;12.6;55.1;13.0;6.7;3.8;21.5;50.5;46.9;2.7;38.5;27.5;21.3;12.8;7.04;8.84
765750401;Bic Auber;76575;901.0;7.66;10.51;69.0;24.88;52.4;47.6;27.5;31.0;27.9;13.5;71.0;16.4;12.5;59.8;21.2;6.4;3.4;9.3;49.5;47.7;2.7;38.5;27.0;20.9;13.6;6.8;8.54
765750402;Parc Fleury;76575;1424.0;8.21;11.2;117.0;24.5;55.6;44.4;19.7;41.0;29.6;9.8;51.8;26.5;21.7;73.4;9.9;7.5;2.6;6.7;49.2;48.1;2.7;39.5;27.5;21.3;11.7;7.29;9.15
765750501;R.M.M. Nord;76575;205.0;8.35;11.52;17.0;25.46;46.5;53.5;29.4;32.6;31.1;6.9;56.8;20.2;23.0;62.1;18.2;7.7;1.3;10.8;50.1;47.2;2.7;38.1;27.0;20.9;14.0;7.41;9.31
765750601;Langevin-Barbusse;76575;1642.0;7.8;10.72;128.0;24.5;54.0;46.0;27.7;28.8;31.8;11.6;63.3;21.1;15.5;61.7;14.2;10.5;2.7;10.9;49.2;48.1;2.7;38.7;26.9;20.8;13.6;6.92;8.7
765750602;Ruelle Danseuse;76575;1465.0;8.25;11.33;121.0;25.15;56.7;43.3;28.0;35.2;26.3;10.5;58.9;22.9;18.2;69.2;12.8;7.3;1.6;9.0;49.8;47.5;2.7;38.3;27.1;20.9;13.7;7.32;9.2
765750702;Étang;76575;147.0;8.51;11.64;13.0;25.69;49.9;50.1;21.6;47.8;25.1;5.5;64.2;15.3;20.5;80.8;7.0;4.0;4.1;4.1;50.4;47.0;2.7;38.7;27.7;21.4;12.2;7.55;9.49
765750801;Houssière;76575;1353.0;8.08;11.07;109.0;25.32;55.8;44.2;24.2;35.2;30.7;10.0;63.6;21.1;15.3;62.7;13.9;8.9;2.8;11.8;50.0;47.3;2.7;38.6;27.4;21.2;12.8;7.17;9.01
765750802;Hartmann;76575;897.0;8.01;10.9;72.0;25.93;58.2;41.8;18.7;38.3;29.8;13.2;68.2;20.9;10.9;62.5;21.2;2.6;2.4;11.3;50.6;46.8;2.6;39.0;28.0;21.6;11.5;7.11;8.93
765750902;Forêt;76575;515.0;9.09;13.15;47.0;24.37;66.1;33.9;87.5;5.8;5.2;1.4;44.5;34.8;20.7;22.9;23.0;52.5;0.2;1.4;49.0;48.2;2.7;35.2;24.4;18.9;21.5;8.07;10.13
765750903;Technopole;76575;1997.0;8.02;11.11;160.0;23.63;58.2;41.8;38.9;29.3;22.1;9.6;52.1;21.2;26.7;60.9;8.5;19.6;2.0;9.1;48.3;49.0;2.8;38.1;26.0;20.1;15.7;7.12;8.94
766400101;Nord;76640;1472.0;6.8;9.32;100.0;24.06;54.9;45.1;24.7;34.6;29.0;11.7;60.2;21.8;18.1;69.4;12.9;6.1;2.0;9.5;48.7;48.5;2.7;39.2;27.0;20.9;12.9;6.11;7.49
766400102;Sud-Ouest;76640;2828.0;6.69;9.15;189.0;23.68;53.4;46.6;23.5;34.1;30.2;12.1;58.6;24.4;17.0;68.6;12.2;6.9;2.5;9.8;48.3;48.9;2.8;39.5;27.0;20.9;12.6;6.01;7.37
766400103;Sud-Est;76640;1292.0;6.22;8.48;80.0;21.81;54.8;45.2;21.3;29.2;33.1;16.4;54.5;24.0;21.5;74.2;7.7;8.2;3.5;6.4;46.3;50.9;2.9;40.7;26.6;20.6;12.1;5.59;6.85
766810101;Émile Zola;76681;1631.0;7.85;10.82;128.0;24.06;54.5;45.5;33.0;37.0;21.6;8.3;50.5;20.5;29.0;66.2;13.0;11.4;2.1;7.3;48.7;48.5;2.7;38.4;26.5;20.5;14.7;7.07;8.69
766810102;Salva-Trianon;76681;1880.0;7.7;10.53;145.0;23.32;55.8;44.2;23.5;38.4;28.1;10.0;45.1;20.4;34.5;73.9;11.1;7.7;1.9;5.4;47.9;49.3;2.8;39.7;26.9;20.8;12.6;6.93;8.53
